date,title,description,source,url,category,source_type,insights
5/13/2025,"The Download: CRISPR in court, and the police’s ban-skirting AI","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. A US court just put ownership of CRISPR back in play The CRISPR patents are back in play. Yesterday, the US Court of Appeals for the Federal Circuit said scientists Jennifer Doudna and&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/13/1116357/the-download-crispr-in-court-and-the-polices-ban-skirting-ai/,ai ,News Source,
5/13/2025,Police tech can sidestep facial recognition bans now,"Six months ago I attended the largest gathering of chiefs of police in the US to see how they’re using AI. I found some big developments, like officers getting AI to write their police reports. Today, I published a new story that shows just how far AI for police has developed since then.&#160; It’s about&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/13/1116321/police-tech-can-sidestep-facial-recognition-bans-now/,ai ,News Source,
5/12/2025,"The Download: a new form of AI surveillance, and the US and China’s tariff deal","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. How a new type of AI is helping police skirt facial recognition bans Police and federal agencies have found a controversial new way to skirt the growing patchwork of laws that curb how&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/12/1116307/the-download-a-new-form-of-ai-surveillance-and-the-us-and-chinas-tariff-deal/,ai ,News Source,
5/12/2025,How a new type of AI is helping police skirt facial recognition bans,"Police and federal agencies have found a controversial new way to skirt the growing patchwork of laws that curb how they use facial recognition: an AI model that can track people using attributes like body size, gender, hair color and style, clothing, and accessories.&#160; The tool, called Track and built by the video analytics company&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/12/1116295/how-a-new-type-of-ai-is-helping-police-skirt-facial-recognition-bans/,ai ,News Source,
5/9/2025,"The Download: AI headphone translation, and the link between microbes and our behavior","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. A new AI translation system for headphones clones multiple voices simultaneously What’s new: Imagine going for dinner with a group of friends who switch in and out of different languages you don’t speak,&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/09/1116247/the-download-ai-headphone-translation-and-the-link-between-microbes-and-our-behavior/,ai ,News Source,
5/14/2025,Nvidia&#8217;s flattery of Trump wins reversal of AI chip limits and a Huawei clampdown,"Nvidia’s efforts to suck up to the Trump administration have seemingly paid off, with the US now lifting export limits on US-made AI chips and cracking down on anyone using Huawei’s emerging alternatives. The announcements come as Nvidia CEO Jensen Huang joined President Trump in Saudi Arabia this week to solicit AI investments for US [&#8230;]",theverge.com,https://www.theverge.com/news/666605/nvidias-flattery-of-trump-wins-reversal-of-ai-chip-limits-and-a-huawei-clampdown,ai ,News Source,
5/13/2025,Judge slams lawyers for &#8216;bogus AI-generated research&#8217;,"A California judge slammed a pair of law firms for the undisclosed use of AI after he received a supplemental brief with “numerous false, inaccurate, and misleading legal citations and quotations.” In a ruling submitted last week, Judge Michael Wilner imposed $31,000 in sanctions against the law firms involved, saying “no reasonably competent attorney should [&#8230;]",theverge.com,https://www.theverge.com/news/666443/judge-slams-lawyers-ai-bogus-research,ai ,News Source,
5/13/2025,Paul McCartney and Dua Lipa call on the UK to pass AI copyright transparency law,"Last week, Paul McCartney, Dua Lipa, Ian McKellen, Elton John, and hundreds of others in the UK creative industry signed an open letter backing an effort to force AI firms to reveal the copyrighted works used to train their models.&#160; They support an amendment to the UK’s Data (Use and Access) Bill proposed by letter [&#8230;]",theverge.com,https://www.theverge.com/news/666379/paul-mccartney-dua-lipa-uk-ai-copyright-amendment-letter,ai ,News Source,
5/13/2025,Republicans push for a decadelong ban on states regulating AI,"Republicans want to stop states from regulating AI. On Sunday, a Republican-led House committee submitted a budget reconciliation bill that proposes blocking states from enforcing “any law or regulation” targeting an exceptionally broad range of automated computing systems for 10 years after the law is enacted — a move that would stall efforts to regulate [&#8230;]",theverge.com,https://www.theverge.com/news/666288/republican-ai-state-regulation-ban-10-years,ai ,News Source,
5/13/2025,TikTok will let you use an AI prompt to turn a photo into a video,"TikTok has a new AI-powered tool called “AI Alive” that will let you turn photos into video with a prompt to describe what you want the video to look like. It’s a little different from other&#160; You can access the tool from TikTok’s Story Camera, and it uses “intelligent editing tools that give anyone, regardless [&#8230;]",theverge.com,https://www.theverge.com/news/666268/tiktok-ai-alive-prompt-photo-image-video,ai ,News Source,
5/14/2025,Tensor9 helps vendors deploy their software into any environment using digital twins,Enterprises want access to new software and AI tools but can&#8217;t risk sending their sensitive data out to a third-party software-as-a-service (SaaS) providers. Tensor9 looks to help software companies land more enterprise customers by helping them deploy their software directly into a customer&#8217;s tech stack. Tensor9 converts a software vendor&#8217;s code into the format needed [&#8230;],techcrunch.com,https://techcrunch.com/2025/05/14/tensor9-helps-vendors-deploy-their-software-into-any-environment-using-digital-twins/,ai ,News Source,
5/13/2025,"Attend TechCrunch Sessions: AI with this new, limited-time discount","We’re excited to announce a big surprise for the AI community — TechCrunch Sessions: AI is getting a limited-time discount to broaden the number of people who can attend and learn from some of the brightest minds in the industry. For just $292, you can get a general admission ticket — plus a 50% discount [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/13/attend-techcrunch-sessions-ai-with-this-new-limited-time-discount/,ai ,News Source,
5/13/2025,Google tests replacing ‘I’m Feeling Lucky’ with ‘AI Mode’,"Google is testing a redesign of its Search homepage in which &#8220;AI Mode,&#8221; the experimental AI-powered search feature the company rolled out earlier in May, replaces its longstanding &#8220;I&#8217;m Feeling Lucky&#8221; button under the Search bar. A company spokesperson confirmed to The Verge, which was the first to report the change, that the feature began [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/13/google-tests-replacing-im-feeling-lucky-with-ai-mode/,ai ,News Source,
5/13/2025,xAI’s promised safety report is MIA,"Elon Musk&#8217;s AI company, xAI, has missed a self-imposed deadline to publish a finalized AI safety framework, as noted by watchdog group The&#160;Midas Project. xAI isn&#8217;t exactly known for its strong commitments to AI safety as it&#8217;s commonly understood. A recent report found that the company&#8217;s AI chatbot, Grok, would undress photos of women when [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/13/xais-promised-safety-report-is-mia/,ai ,News Source,
5/13/2025,"Anthropic, Google score win by nabbing OpenAI-backed Harvey as a user","Popular legal AI tool Harvey will now be using leading foundation models from Anthropic and Google, moving beyond strictly using OpenAI&#8217;s, Harvey announced in a blog post on Tuesday. This is noteworthy because Harvey is one of the OpenAI Startup Fund’s most successful early-backed portfolio companies. The OpenAI Startup Fund is an OpenAI-associated fund to [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/13/anthropic-google-score-win-by-nabbing-openai-backed-harvey-as-a-user/,ai ,News Source,
5/14/2025,Study shows vision-language models can’t handle queries with negation words,"Words like “no” and “not” can cause this popular class of AI models to fail unexpectedly in high-stakes settings, such as medical diagnosis.",news.mit.edu,https://news.mit.edu/2025/study-shows-vision-language-models-cant-handle-negation-words-queries-0514,ai ,News Source,
5/6/2025,"Hybrid AI model crafts smooth, high-quality videos in seconds","The CausVid generative AI tool uses a diffusion model to teach an autoregressive (frame-by-frame) system to rapidly produce stable, high-resolution videos.",news.mit.edu,https://news.mit.edu/2025/causevid-hybrid-ai-model-crafts-smooth-high-quality-videos-in-seconds-0506,ai ,News Source,
5/5/2025,New tool evaluates progress in reinforcement learning,"“IntersectionZoo,” a benchmarking tool, uses a real-world traffic problem to test progress in deep reinforcement learning algorithms.",news.mit.edu,https://news.mit.edu/2025/new-tool-evaluate-progress-reinforcement-learning-0505,reinforcement learning,News Source,
5/2/2025,Novel AI model inspired by neural dynamics from the brain,New type of “state-space model” leverages principles of harmonic oscillators.,news.mit.edu,https://news.mit.edu/2025/novel-ai-model-inspired-neural-dynamics-from-brain-0502,ai ,News Source,
5/1/2025,Making AI models more trustworthy for high-stakes settings,"A new method helps convey uncertainty more precisely, which could give researchers and medical clinicians better information to make decisions.",news.mit.edu,https://news.mit.edu/2025/making-ai-models-more-trustworthy-high-stakes-settings-0501,ai ,News Source,
5/14/2025,Patronus AI debuts Percival to help enterprises monitor failing AI agents at scale,"Patronus AI introduces Percival, a real-time monitoring platform that helps enterprises detect, debug, and prevent failures in autonomous AI agents to improve reliability, safety, and scalability.",venturebeat.com,https://venturebeat.com/ai/patronus-ai-debuts-percival-to-help-enterprises-monitor-failing-ai-agents-at-scale/,ai ,News Source,
5/13/2025,"Notion bets big on integrated LLMs, adds GPT-4.1 and Claude 3.7 to platform","Notion used OpenAI's GPT-4.1 and Anthropic's Claude 3.7 for its new AI features for enterprises, moving away from reasoning models.",venturebeat.com,https://venturebeat.com/ai/notion-bets-big-on-integrated-llms-adds-gpt-4-1-and-claude-3-7-to-platform/,ai ,News Source,
5/13/2025,What your tools miss at 2:13 AM: How gen AI attack chains exploit telemetry lag – Part 2,"Explore a strategic 2025 roadmap for cybersecurity leaders to tackle GenAI, insider risks, and team burnout with actionable guidance.",venturebeat.com,https://venturebeat.com/ai/what-your-tools-miss-at-213-am-how-gen-ai-attack-chains-exploit-telemetry-lag-part-2/,ai ,News Source,
5/13/2025,"AI power rankings upended: OpenAI, Google rise as Anthropic falls, Poe report finds",New Poe data reveals major shifts in AI market share as OpenAI and Google gain ground while specialized reasoning models surge to 10% of usage in 2025.,venturebeat.com,https://venturebeat.com/ai/ai-power-rankings-upended-openai-google-rise-as-anthropic-falls-poe-report-finds/,ai ,News Source,
5/13/2025,"SimilarWeb’s new AI usage report reveals 5 surprising findings, including explosive growth in coding tools",The signs point to early-stage AI disruption beginning to erode the utility of some legacy platforms. It also offers a hint to enterprises...,venturebeat.com,https://venturebeat.com/ai/similarwebs-new-ai-usage-report-reveals-5-surprising-findings-including-explosive-growth-in-coding-tools/,ai ,News Source,
5/14/2025,How AI can help you finally demolish your business's mounting technical debt,"New research suggests technical debt must be tracked and prioritized, and AI-enabled services can help.",zdnet.com,https://www.zdnet.com/article/how-ai-can-help-you-finally-demolish-your-businesss-mounting-technical-debt/,ai ,News Source,
5/14/2025,"AI agents bring big risks and rewards for daring early adopters, says Forrester",Visual gen AI tools and humanoid robots were also included on Forrester's list of top tech trends in 2025.,zdnet.com,https://www.zdnet.com/article/ai-agents-bring-big-risks-and-rewards-for-daring-early-adopters-says-forrester/,ai ,News Source,
5/14/2025,"Tech leaders are rushing to deploy agentic AI, study shows","With growing investor pressure, tech companies are pushing AI agents as a more practical and dynamic alternative to traditional chatbots. It seems to be working.",zdnet.com,https://www.zdnet.com/article/new-poll-shows-tech-leaders-rushing-to-deploy-agentic-ai/,ai ,News Source,
5/14/2025,Who wants to be a chief AI officer? A new career path emerges,"AWS research shows more than eight in 10 companies either have a CAIO or are seeking one. However, these organizations are scrambling to fill their ranks with AI talent.",zdnet.com,https://www.zdnet.com/article/who-wants-to-be-a-chief-ai-officer-a-new-career-path-emerges/,ai ,News Source,
5/14/2025,Meet the most important AI tool that no one is talking about - but everyone needs,"It's not new, but this platform is quietly transforming how pros work with AI. Here's how.",zdnet.com,https://www.zdnet.com/article/meet-the-most-important-ai-tool-that-no-one-is-talking-about-but-everyone-needs/,ai ,News Source,
5/12/2025,"Figma Config 2025: In An AI World, Design Matters More Than Ever","New Figma products embrace AI, but Figma Sites fails to adhere to accessibility standards.",forrester.com,https://www.forrester.com/blogs/figma-config-2025-in-an-ai-world-design-matters-more-than-ever/,ai ,Forrester Research,"New Figma products embrace AI, but Figma Sites fails to adhere to accessibility standards."
5/15/2025,"The Download: Montana’s experimental treatments, and Google DeepMind’s new AI agent","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. The first US hub for experimental medical treatments is coming The news: A bill that allows clinics to sell unproven treatments has been passed in Montana. Under the legislation, doctors can apply for&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/15/1116516/the-download-montanas-experimental-treatments-and-google-deepminds-new-ai-agent/,ai ,News Source,
5/14/2025,Google DeepMind’s new AI agent cracks real-world problems better than humans can,"Google DeepMind has once again used large language models to discover new solutions to long-standing problems in math and computer science. This time the firm has shown that its approach can not only tackle unsolved theoretical puzzles, but improve a range of important real-world processes as well. Google DeepMind&#8217;s new tool, called AlphaEvolve, uses the&#8230;",technologyreview.com,https://www.technologyreview.com/2025/05/14/1116438/google-deepminds-new-ai-uses-large-language-models-to-crack-real-world-problems/,ai ,News Source,
5/15/2025,OpenAI’s flagship GPT-4.1 model is now in ChatGPT,"The latest versions of OpenAI’s multimodal GPT AI models are now rolling out to ChatGPT. OpenAI announced on Wednesday that GPT-4.1 will be available across all paid ChatGPT account tiers and can now be accessed by Plus, Pro, or Team users under the model picker dropdown menu. Free users are excluded from the rollout, but [&#8230;]",theverge.com,https://www.theverge.com/news/667507/openai-chatgpt-gpt-4-1-ai-model-general-availability,ai ,News Source,
5/14/2025,SoundCloud changes its TOS again after an AI uproar,"Music-sharing platform SoundCloud is saying it “has never used artist content to train AI models,” and that it’s “making a formal commitment that any use of AI on SoundCloud will be based on consent, transparency, and artist control.” The update comes several days after artists reported that changes made last year to its terms of [&#8230;]",theverge.com,https://www.theverge.com/news/667420/soundcloud-ai-training-copyright-tos,ai ,News Source,
5/14/2025,Grok really wanted people to know that claims of white genocide in South Africa are highly contentious,"Grok, the AI model from Elon Musk’s xAI, was sending strange responses to people on X earlier on Wednesday. In responses to a number of people, Grok focused on debunking claims of white genocide in South Africa – even when tagged into a post about totally unrelated topics. Check out this thread to get an [&#8230;]",theverge.com,https://www.theverge.com/news/667179/x-twitter-grok-ai-white-genocide-claims,ai ,News Source,
5/15/2025,Harvey reportedly in discussions to raise $250M at $5B valuation,"Harvey AI is in discussions to raise more than $250 million in a funding round led by Kleiner Perkins and Coatue that would value it at $5 billion, Reuters reported",techcrunch.com,https://techcrunch.com/2025/05/15/harvey-reportedly-in-discussions-to-raise-250m-at-5b-valuation/,ai ,News Source,
5/14/2025,Grok is unpromptedly telling X users about South African ‘white genocide’,"Elon Musk&#8217;s AI chatbot Grok appeared to experience a bug on Wednesday that caused it to reply to dozens of posts on X with information about &#8220;white genocide&#8221; in South Africa, even when the user didn&#8217;t ask anything about the subject. The strange responses stem from the X account for Grok, which replies to users [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/14/grok-is-unpromptedly-telling-x-users-about-south-african-genocide/,ai ,News Source,
5/14/2025,OpenAI brings its GPT-4.1 models to ChatGPT,"OpenAI is releasing its GPT-4.1 and GPT-4.1 mini AI models in ChatGPT, the company announced in a post on X Wednesday. The GPT-4.1 models should help software engineers who are using ChatGPT to write or debug code, OpenAI spokesperson Shaokyi Amdo told TechCrunch. GPT-4.1 excels at coding and instruction following compared to GPT-4o, according to [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/14/openai-brings-its-gpt-4-1-models-to-chatgpt/,ai ,News Source,
5/14/2025,SoundCloud backtracks on AI-related terms-of-use updates,"SoundCloud says it&#8217;s revising its terms after widespread backlash over a clause related to AI model training. Earlier this year, SoundCloud quietly updated its&#160;usage policies, adding wording that many users interpreted as legal cover to allow the company to train AI on audio uploaded to its platform. SoundCloud was quick to assert that it wasn&#8217;t [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/14/soundcloud-backtracks-on-ai-related-terms-of-use-updates/,ai ,News Source,
5/14/2025,OpenAI pledges to publish AI safety test results more often,"OpenAI is moving to publish the results of its internal AI model safety evaluations more regularly in what the outfit is saying is an effort to increase transparency. On Wednesday, OpenAI launched the Safety evaluations hub, a web page showing how the company&#8217;s models score on various tests for harmful content generation, jailbreaks, and hallucinations. [&#8230;]",techcrunch.com,https://techcrunch.com/2025/05/14/openai-pledges-to-publish-ai-safety-test-results-more-often/,ai ,News Source,
5/15/2025,"You.com’s ARI Enterprise crushes OpenAI in head-to-head tests, aims at deep research market","You.com launches ARI Enterprise, an AI research platform that outperforms OpenAI in 76% of head-to-head tests and integrates with enterprise data sources to transform business intelligence with 400+ source analysis.",venturebeat.com,https://venturebeat.com/ai/you-coms-ari-enterprise-crushes-openai-in-head-to-head-tests-aims-at-deep-research-market/,ai ,News Source,
5/14/2025,OpenAI brings GPT-4.1 and 4.1 mini to ChatGPT — what enterprises should know,"As OpenAI continues to evolve its model offerings, GPT-4.1 represents a step forward in democratizing advanced AI for enterprise environments",venturebeat.com,https://venturebeat.com/ai/openai-brings-gpt-4-1-and-4-1-mini-to-chatgpt-what-enterprises-should-know/,ai ,News Source,
5/14/2025,Beyond sycophancy: DarkBench exposes six hidden ‘dark patterns’ lurking in today’s top LLMs,"Without a strong push from AI companies to combat sycophancy and other dark patterns, the default trajectory is more engagement optimization, more manipulation and fewer checks.",venturebeat.com,https://venturebeat.com/ai/darkness-rising-the-hidden-dangers-of-ai-sycophancy-and-dark-patterns/,ai ,News Source,
5/14/2025,"Elon Musk’s Grok AI is spamming X users about South African race relations now, for some reason","Grok was caught earlier this year censoring results critical of President Trump and Musk himself, sowing more doubt of its factual integrity.",venturebeat.com,https://venturebeat.com/ai/elon-musks-grok-ai-is-spamming-x-users-about-south-african-race-relations-now-for-some-reason/,ai ,News Source,
5/14/2025,"Meet AlphaEvolve, the Google AI that writes its own code—and just saved millions in computing costs",Google DeepMind's AlphaEvolve AI system breaks a 56-year-old mathematical record by discovering a more efficient matrix multiplication algorithm that had eluded human mathematicians since Strassen's 1969 breakthrough.,venturebeat.com,https://venturebeat.com/ai/meet-alphaevolve-the-google-ai-that-writes-its-own-code-and-just-saved-millions-in-computing-costs/,ai ,News Source,
5/15/2025,"Box's new AI agents can organize, find, and extract data from documents for you",They will be released in the coming months for enterprise customers.,zdnet.com,https://www.zdnet.com/article/boxs-new-ai-agents-can-organize-find-and-extract-data-from-documents-for-you/,ai ,News Source,
